Category,Sub-Category,Metric,"Anderson County, TN","Bedford County, TN","Benton County, TN","Bledsoe County, TN","Blount County, TN","Bradley County, TN","Campbell County, TN","Cannon County, TN","Carroll County, TN","Carter County, TN","Cheatham County, TN","Chester County, TN","Claiborne County, TN","Clay County, TN","Cocke County, TN","Coffee County, TN","Crockett County, TN","Cumberland County, TN","Davidson County, TN","Decatur County, TN","DeKalb County, TN","Dickson County, TN","Dyer County, TN","Fayette County, TN","Fentress County, TN","Franklin County, TN","Gibson County, TN","Giles County, TN","Grainger County, TN","Greene County, TN","Grundy County, TN","Hamblen County, TN","Hamilton County, TN","Hancock County, TN","Hardeman County, TN","Hardin County, TN","Hawkins County, TN","Haywood County, TN","Henderson County, TN","Henry County, TN","Hickman County, TN","Houston County, TN","Humphreys County, TN","Jackson County, TN","Jefferson County, TN","Johnson County, TN","Knox County, TN","Lake County, TN","Lauderdale County, TN","Lawrence County, TN","Lewis County, TN","Lincoln County, TN","Loudon County, TN","Macon County, TN","Madison County, TN","Marion County, TN","Marshall County, TN","Maury County, TN","McMinn County, TN","McNairy County, TN","Meigs County, TN","Monroe County, TN","Montgomery County, TN","Moore County, TN","Morgan County, TN","Obion County, TN","Overton County, TN","Perry County, TN","Pickett County, TN","Polk County, TN","Putnam County, TN","Rhea County, TN","Roane County, TN","Robertson County, TN","Rutherford County, TN","Scott County, TN","Sequatchie County, TN","Sevier County, TN","Shelby County, TN","Smith County, TN","Stewart County, TN","Sullivan County, TN","Sumner County, TN","Tipton County, TN","Trousdale County, TN","Unicoi County, TN","Union County, TN","Van Buren County, TN","Warren County, TN","Washington County, TN","Wayne County, TN","Weakley County, TN","White County, TN","Williamson County, TN","Wilson County, TN"
"Occupation Metrics","Production Workers, All Other","Age 19-21",12.9205134159,20.8911834033,,,27.2824489363,24.8954909197,,0,,,,,,,,19.4228522567,,13.582989899,89.6914787369,,,,18.5197536639,,,,,,,17.5967700334,,37.7237751792,64.2121008448,,,,,,,,,,,,,,76.0505218442,0,,,,,,,55.5275779767,,,12.3689383096,16.011221775,,,11.3328651654,26.410892724,,,,,,0,,25.8648817688,10.7966739953,,13.6387717428,47.7476948995,,,,116.532460956,,,19.5221864709,14.0640428014,,,,,,15.9319145981,10.330423714,,,,21.9514044009,11.4642362077
"Occupation Metrics","Chemical Equipment Operators and Tenders","Age 22-24",,0,,0,,,,0,,,,0,0,0,,,,,,0,,,,,0,0,0,0,0,,0,,,0,,,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,,,0,,,0,,,,0,0,0,0,0,0,0,0,,0,0,,0,,,17.9804798081,0,0,63.1981391139,,0,0,,,0,,,0,0,0,0,
"Occupation Metrics","Production Workers, All Other","Age 22-24",24.1858403364,22.2826114531,,,35.8097722751,34.7720050633,,,,,,,,,,25.0991401866,,14.2679650239,136.497482099,,,,20.5365368457,,,,,10.366169385,,20.2608490588,,44.6602848765,90.5538082491,0,,,,,,,,,,,,,94.4968892792,0,,,,10.8971483999,,,60.2192326573,,,16.5493235252,20.8501047239,,,13.4777319086,30.8053454087,,,,,,0,,31.7443934596,14.7932520134,,14.3271474944,59.8776530585,,,,146.041227866,,,26.2852716345,18.2931269813,,,,,,15.8142730866,12.6677252999,,,11.6853810658,34.0805567455,14.1545529109
"Occupation Metrics","Chemical Equipment Operators and Tenders","Age 25-34",,,,,,,,0,,,,0,,0,,,,,22.8807129203,0,,,,12.5529957443,0,0,0,,0,,0,,41.9223122017,,,,33.5198658951,19.7502828082,0,,0,0,23.1685052446,0,,,22.3620766538,0,0,0,,,0,0,,,,14.5437011358,21.1723456393,0,,10.9639783686,10.4204778338,0,0,,0,0,0,0,0,,,,30.501077137,0,,,108.976031193,,,426.208618325,,,0,23.694596546,,0,,25.0236347378,0,0,,,
"Occupation Metrics","Production Workers, All Other","Age 25-34",126.663264119,74.886725267,,,131.472103563,152.808934563,21.3564586418,,14.3750049601,,21.9682125407,,27.0706468554,,10.3129262705,90.2410131483,,57.0067159611,579.330528697,,18.9795527377,35.7866506547,73.1500262376,11.3072401129,,32.088113146,35.7829732394,43.8478539756,14.6687373607,69.3165836013,,166.298400728,352.80942283,,13.1092599054,27.3285390605,27.921890009,22.7918932618,14.0943789903,24.5805861136,,,17.274464404,,27.6867355462,,346.573470271,,11.4369465065,28.71609882,,38.1916357141,35.9828072457,,229.860762414,22.5757508752,33.0720384601,53.7199460097,63.797135632,17.0953445597,,50.5243825366,123.535280554,23.2469568628,,32.6963684517,22.5328050033,,,,110.700342954,41.5606419459,32.5377376625,51.2782742609,234.628842625,17.3666955046,,29.2202764675,653.116670314,,,96.1927279155,70.5687544306,13.2222181728,,10.8628916067,,,61.8240636231,49.7648117949,,27.6255177234,36.680512244,149.980415067,62.3747530708
"Occupation Metrics","Chemical Equipment Operators and Tenders","Age 35-44",,,,,,11.7438894972,,0,,,,0,,0,,11.1152346803,,,25.3646202298,0,,,,17.6207332314,0,0,0,,0,,0,11.6821701213,40.2563944879,,10.4807214568,,37.2126732674,18.1618126658,0,,0,0,29.2540755069,0,,,23.7420398082,0,0,0,,,0,0,,,,13.2844505791,17.4691309315,0,,,10.4424724129,0,0,,0,0,0,0,0,,,,34.1241124733,0,,,133.45950871,,0,358.778811898,10.6515453339,0,0,24.2380570134,,0,,29.3582861266,0,0,,,
"Occupation Metrics","Production Workers, All Other","Age 35-44",132.983881784,72.1932735042,,,124.222507858,152.38679429,20.7339322878,,12.4146418876,10.1132493499,24.1479326835,,22.1859611174,,10.8108192478,81.6011659348,11.7283142248,56.2332829239,533.34884027,,19.4384818886,36.2350579878,63.4031139475,11.0420153428,,29.2464028889,35.74754019,40.1438463792,10.8732822085,65.2980213064,,166.207448118,332.954373443,,14.6915364658,27.174329116,24.9699435024,25.1320262694,16.9270819283,25.0234614675,,,18.7013386746,,27.219906426,,328.93186949,,12.4738849333,28.8777852454,,33.8579799198,35.5971531046,,213.481116127,20.6912961476,33.9219173703,48.2390750061,56.0908972146,15.9742381126,,46.7538344355,110.315767829,17.821911605,,30.1718239128,18.4049447437,,,,105.645752322,42.5268097791,34.35886466,54.4843352387,227.743766344,17.6803733606,,23.3045092649,620.971601229,,,80.9285283104,69.7443089009,14.8170298697,,11.259282398,,,62.0582146911,52.3318096926,,24.4212747185,34.3533074777,138.329209089,58.2428085689
"Occupation Metrics","Chemical Equipment Operators and Tenders","Age 45-54",,,,,,12.6840440368,,0,,,,,0,0,,,,,28.0173567825,0,,,,14.4911918196,0,0,,,0,,0,,46.3575713685,,12.0633534428,,48.9949977433,17.0842130152,0,,0,0,31.8547457481,0,,0,24.1295600586,0,0,0,,,,,,,,12.2715321455,16.7763806198,0,,10.0293942554,12.8561653232,0,0,,0,0,0,0,0,,,,27.2335925789,0,,,120.851969495,,0,362.684078258,,0,0,22.1146938519,,0,,25.4267423527,0,0,,,
"Occupation Metrics","Production Workers, All Other","Age 45-54",133.685601796,57.9710580639,,,116.636563922,149.45941016,18.7886119271,,11.7059452449,10.4929777927,22.6530955946,,27.1034762038,,12.6115840022,78.5835447799,10.5224406303,50.6892364392,441.300725968,,22.6404207131,28.9537021006,52.8298447412,11.3599374926,,31.1915924085,37.7637876905,38.431776078,,65.533155395,,145.18787763,292.221289393,,16.0353255131,32.4542879909,27.588773148,25.1644953857,15.0049927454,28.6448243317,,,18.8888818439,,24.4872334537,,288.637379171,,14.94872141,33.0856668184,,33.8865379405,34.1933626191,,193.72630041,21.4430541549,34.9912692473,42.2844923564,64.8342908185,14.2845957397,,47.6488847154,102.659431102,14.0137845666,,29.927530052,19.5651539034,,,,106.135976167,37.164194698,32.1968703817,49.6118479912,192.057226265,18.8118540587,,22.7473459567,516.396948344,,,77.5169475574,62.6909051747,13.4609627274,,10.9557947307,,,58.5741658906,55.7239159511,,24.7668759292,34.3800652787,111.206526989,51.9501651597
"Occupation Metrics","Chemical Equipment Operators and Tenders","Age 55-64",,,,,,10.2941894122,,0,,0,,0,,0,,,,,22.420231222,0,,,,12.1010224724,0,0,,,,,0,,45.6461413438,0,,,34.6101915814,13.1796881336,0,,0,0,25.8090153959,0,,,21.6644371951,0,0,0,,0,,,,,,,17.6970999177,0,,,,0,0,,0,0,0,0,0,,,,28.7790788006,0,,,105.350385433,,0,261.56011254,,0,0,14.3299515284,,0,,18.5301035449,0,0,,,
"Occupation Metrics","Production Workers, All Other","Age 55-64",103.20128131,42.8834646881,,,89.3665928425,117.937466493,15.6132776704,,,,18.9057209255,,22.3157601563,,10.31960407,67.1201105829,10.3540213948,37.5025830424,328.193740876,,18.7057017226,22.1279551554,36.4744843957,11.0935147857,,21.8387718633,30.2652622085,29.3465872704,,56.1366112729,,109.245279306,235.506140534,,13.5811741698,26.2162155807,22.2221288507,21.1046659311,13.855061754,23.6701498356,,,13.9572340724,,21.6021301565,,240.500159219,,14.6277587667,29.7109189219,,21.4851689862,34.9686709981,,138.056874724,13.9946934345,34.1293685099,32.907380113,54.6877873301,11.339226928,,38.0409390429,64.6996814976,,,21.4117465572,16.18648648,,,,87.9821838314,30.5819442239,28.8960402773,41.6983981551,139.457629467,14.4836994094,,19.3955237104,375.41871235,,10.7975066614,68.7849705731,50.4313469406,11.9445874514,,,,,44.9857585336,50.1470151343,,19.6209156999,28.8094745325,79.9344197181,39.6269831477
"Occupation Metrics","Chemical Equipment Operators and Tenders","Age 65+",,0,,,,,,0,,0,,0,0,0,,0,0,0,,0,,0,,,0,0,0,0,0,,0,,,0,,0,,,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,0,,,19.8447347489,0,0,26.112716465,,0,0,,,0,,,0,0,,,
"Occupation Metrics","Production Workers, All Other","Age 65+",28.3429891169,13.9125489855,,,18.0285254848,25.459644877,,,,,,,,,,14.3296309741,,,111.81671967,,,,,,,,,,,14.0851808271,,27.4348904797,68.0942274346,0,,,,,,,,,,,,,83.6481060487,0,,,,,,,31.3118699569,,,,10.5402313639,,,,13.254307255,,,,,,0,,22.1908694986,10.0351966522,,11.2227470507,39.6446513938,,,,125.289143422,,,13.6359323443,16.0132632878,,,,,,,14.5521799102,,,,25.2309443721,
"Occupation Metrics","Chemical Equipment Operators and Tenders","Age 14-18 % of Occupation",0,,0,,0,0,0,0,0,,0,,,0,,0,,0,0,0,0,,,0,0,,,,,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,,0,0,,,,,,,0,0,0,0,0,,,0,0,0,,0,,,,,,0,,,0,,0,0,,,,,0,,0,0,,0,,0,0,,,0,0
"Occupation Metrics","Production Workers, All Other","Age 14-18 % of Occupation",,,0,,,,,,0,0,,0,,0,,,,,0.00582176444245,0,,,,,,,,,,,0,,,,,,,0,,,0,,0,0,,,0.00815771583956,,0,,0,,,0,,,,,,,0,,0.0308008213552,,,,,,,,,,0,,,,0,,0.00777000777001,0,,,,0,0,,,,,,0,,,,
"Occupation Metrics","Chemical Equipment Operators and Tenders","Age 19-21 % of Occupation",0,,0,,,,0,0,,,0,,,0,,,,,,0,0,,,,0,,,,,,0,,,,,,,,,,0,0,,0,,,,0,,,,,,,0,0,0,,,,,,,0,,0,,,,,,0,,,,,0,,,,,0.0164041994751,,,0,,,0,,,0,,,0,0
"Occupation Metrics","Production Workers, All Other","Age 19-21 % of Occupation",0.0230905861456,0.0681818181818,,,0.0495412844037,0.0378214826021,,,,,,,,,,0.0502645502646,,0.0583333333333,0.0403045230631,,,,0.0693430656934,,,,,,,0.0578778135048,,0.0540540540541,0.0442906574394,,,,,,,,,,,,,,0.0516655336506,,,,,,,,0.0602798708288,,,0.0555555555556,0.0553633217993,,,0.0504587155963,0.0533880903491,,,,,,,,0.0526315789474,0.0585106382979,,0.0588235294118,0.0506329113924,,,,0.0454545454545,,,0.0512820512821,0.0460526315789,,,,,,0.0592592592593,0.0404858299595,,,,0.0389380530973,0.0441767068273
"Occupation Metrics","Chemical Equipment Operators and Tenders","Age 22-24 % of Occupation",,,,,,,,0,,,,,,0,,,,,,0,,,,,0,,,,,,0,,,,,,,,,,0,0,,0,,,,0,,,,,,,,,0,,,,,,,0,,0,,,,,,,,,,,,,0.0353634577603,,,0.0413385826772,,,0,,,0,,,0,,,0,
"Occupation Metrics","Production Workers, All Other","Age 22-24 % of Occupation",0.0426287744227,0.0714285714286,,,0.0660550458716,0.052950075643,,,,,,,,,,0.0661375661376,,0.0583333333333,0.0609046126288,,,,0.0766423357664,,,,,0.0558659217877,,0.064308681672,,0.0640113798009,0.0629757785467,,,,,,,,,,,,,,0.0639021074099,,,,,0.0700636942675,,,0.0645855758881,,,0.0787037037037,0.0726643598616,,,0.0596330275229,0.0636550308008,,,,,,,,0.0647773279352,0.0797872340426,,0.0588235294118,0.0632911392405,,,,0.0567210567211,,,0.0666666666667,0.0592105263158,,,,,,0.0592592592593,0.0526315789474,,,0.0727272727273,0.0601769911504,0.0562248995984
"Occupation Metrics","Chemical Equipment Operators and Tenders","Age 25-34 % of Occupation",,,,,,,,0,,,,,,0,,,,,0.216981132075,0,,,,0.206349206349,0,,,,,,0,,0.225806451613,,,,0.206060606061,0.27397260274,,,0,0,0.196581196581,0,,,0.217821782178,0,,,,,,,,,,0.267857142857,0.276315789474,,,0.305555555556,0.212765957447,0,,,,,,,,,,,0.227941176471,,,,0.214145383104,,,0.279527559055,,,0,0.263736263736,,0,,0.231481481481,0,,,,
"Occupation Metrics","Production Workers, All Other","Age 25-34 % of Occupation",0.225577264654,0.243506493506,,,0.240366972477,0.231467473525,0.228260869565,,0.245614035088,,0.22,,0.230769230769,,0.196078431373,0.238095238095,,0.2375,0.259292431706,,0.204301075269,0.246575342466,0.266423357664,0.203703703704,,0.230215827338,0.220858895706,0.245810055866,0.288461538462,0.221864951768,,0.23613086771,0.244290657439,,0.191176470588,0.204545454545,0.231404958678,0.214953271028,0.2,0.20325203252,,,0.217948717949,,0.229508196721,,0.235893949694,,0.177419354839,0.198630136986,,0.242038216561,0.225,,0.247578040904,0.244680851064,0.210191082803,0.25,0.221453287197,0.232876712329,,0.233944954128,0.254620123203,0.319444444444,,0.242647058824,0.247311827957,,,,0.224696356275,0.223404255319,0.229166666667,0.214285714286,0.247890295359,0.207317073171,,0.252173913043,0.253690753691,,,0.246153846154,0.233552631579,0.206349206349,,0.229166666667,,,0.22962962963,0.202429149798,,0.233333333333,0.224242424242,0.265486725664,0.248995983936
"Occupation Metrics","Chemical Equipment Operators and Tenders","Age 35-44 % of Occupation",,,,,,0.272727272727,,0,,,,,,0,,0.289473684211,,,0.235849056604,0,,,,0.285714285714,0,,,,,,0,0.352941176471,0.215053763441,,0.222222222222,,0.224242424242,0.246575342466,,,0,0,0.247863247863,0,,,0.237623762376,0,,,,,,,,,,0.232142857143,0.223684210526,,,,0.212765957447,0,,,,,,,,,,,0.25,,,,0.261296660118,,,0.235564304462,0.282051282051,,0,0.263736263736,,0,,0.268518518519,0,,,,
"Occupation Metrics","Production Workers, All Other","Age 35-44 % of Occupation",0.236234458259,0.233766233766,,,0.22752293578,0.229954614221,0.228260869565,,0.210526315789,0.212765957447,0.24,,0.188034188034,,0.21568627451,0.216931216931,0.222222222222,0.233333333333,0.238692342141,,0.204301075269,0.246575342466,0.229927007299,0.203703703704,,0.208633093525,0.220858895706,0.223463687151,0.211538461538,0.209003215434,,0.23613086771,0.23044982699,,0.220588235294,0.204545454545,0.206611570248,0.233644859813,0.242857142857,0.20325203252,,,0.24358974359,,0.22131147541,,0.223657375935,,0.193548387097,0.198630136986,,0.216560509554,0.225,,0.229278794403,0.223404255319,0.216560509554,0.222222222222,0.193771626298,0.219178082192,,0.215596330275,0.225872689938,0.25,,0.220588235294,0.193548387097,,,,0.214574898785,0.228723404255,0.236111111111,0.226890756303,0.240506329114,0.219512195122,,0.2,0.241258741259,,,0.207692307692,0.230263157895,0.238095238095,,0.229166666667,,,0.22962962963,0.210526315789,,0.2,0.206060606061,0.244247787611,0.232931726908
"Occupation Metrics","Chemical Equipment Operators and Tenders","Age 45-54 % of Occupation",,,,,,0.295454545455,,0,,,,,,0,,,,,0.264150943396,0,,,,0.222222222222,0,,,,,,0,,0.247311827957,,0.266666666667,,0.29696969697,0.232876712329,,,0,0,0.273504273504,0,,,0.237623762376,0,,,,,,,,,,0.214285714286,0.223684210526,,,0.277777777778,0.276595744681,0,,,,,,,,,,,0.198529411765,,,,0.237721021611,,,0.238188976378,,,0,0.241758241758,,0,,0.231481481481,0,,,,
"Occupation Metrics","Production Workers, All Other","Age 45-54 % of Occupation",0.238010657194,0.188311688312,,,0.214678899083,0.225416036309,0.20652173913,,0.210526315789,0.212765957447,0.23,,0.230769230769,,0.254901960784,0.208994708995,0.203703703704,0.2125,0.197492163009,,0.247311827957,0.198630136986,0.193430656934,0.203703703704,,0.223021582734,0.233128834356,0.212290502793,,0.212218649518,,0.206258890469,0.202076124567,,0.235294117647,0.242424242424,0.231404958678,0.233644859813,0.214285714286,0.235772357724,,,0.24358974359,,0.196721311475,,0.196464989803,,0.241935483871,0.22602739726,,0.216560509554,0.2125,,0.208826695371,0.223404255319,0.222929936306,0.194444444444,0.22491349481,0.191780821918,,0.220183486239,0.211498973306,0.194444444444,,0.220588235294,0.215053763441,,,,0.214574898785,0.196808510638,0.222222222222,0.210084033613,0.20253164557,0.231707317073,,0.2,0.200466200466,,,0.2,0.207236842105,0.206349206349,,0.229166666667,,,0.218518518519,0.226720647773,,0.208333333333,0.206060606061,0.196460176991,0.208835341365
"Occupation Metrics","Chemical Equipment Operators and Tenders","Age 55-64 % of Occupation",,,,,,0.227272727273,,0,,,,,,0,,,,,0.207547169811,0,,,,0.190476190476,0,,,,,,0,,0.247311827957,,,,0.212121212121,0.178082191781,,,0,0,0.222222222222,0,,,0.217821782178,0,,,,,,,,,,,0.236842105263,,,,,0,,,,,,,,,,,0.213235294118,,,,0.206286836935,,,0.171916010499,,,0,0.153846153846,,0,,0.175925925926,0,,,,
"Occupation Metrics","Production Workers, All Other","Age 55-64 % of Occupation",0.182948490231,0.13961038961,,,0.163302752294,0.178517397882,0.173913043478,,,,0.19,,0.188034188034,,0.196078431373,0.177248677249,0.185185185185,0.158333333333,0.146887595163,,0.204301075269,0.150684931507,0.131386861314,0.203703703704,,0.158273381295,0.184049079755,0.162011173184,,0.180064308682,,0.155049786629,0.163321799308,,0.205882352941,0.19696969697,0.181818181818,0.196261682243,0.2,0.19512195122,,,0.179487179487,,0.180327868852,,0.163834126445,,0.241935483871,0.205479452055,,0.133757961783,0.21875,,0.148546824543,0.148936170213,0.216560509554,0.152777777778,0.190311418685,0.150684931507,,0.174311926606,0.133470225873,,,0.154411764706,0.172043010753,,,,0.178137651822,0.164893617021,0.201388888889,0.176470588235,0.146624472574,0.170731707317,,0.165217391304,0.145687645688,,0.229166666667,0.176923076923,0.164473684211,0.190476190476,,,,,0.166666666667,0.202429149798,,0.166666666667,0.175757575758,0.141592920354,0.160642570281
"Occupation Metrics","Chemical Equipment Operators and Tenders","Age 65+ % of Occupation",,,,,,,,0,,,,,,0,,0,,0,,0,,,,,0,,,,,,0,,,,,0,,,,,0,0,,0,0,,,0,,,,,,,0,0,0,,0,,,0,,0,,0,,,,,,,,,,,,,0.0392927308448,,,0.0170603674541,,,0,,,0,,,0,,,,
"Occupation Metrics","Production Workers, All Other","Age 65+ % of Occupation",0.0497335701599,0.0454545454545,,,0.0330275229358,0.0378214826021,,,,,,,,,,0.037037037037,,,0.0501567398119,,,,,,,,,,,0.0450160771704,,0.0384068278805,0.0470588235294,,,,,,,,,,,,,,0.057104010877,,,,,,,,0.0333692142088,,,,0.038062283737,,,,0.0266940451745,,,,,,,,0.0445344129555,0.0531914893617,,0.046218487395,0.042194092827,,,,0.0485625485625,,,0.0358974358974,0.0526315789474,,,,,,,0.0607287449393,,,,0.0442477876106,
"Occupation Metrics","Chemical Equipment Operators and Tenders","Hispanic or Latino",,0,,0,,,0,0,,0,0,0,0,0,0,,0,,,0,,0,0,,0,0,0,0,0,,0,,,0,,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,,0,0,,,0,,,,0,0,,0,0,0,0,0,,,,11.2773561396,0,0,,18.9074511934,0,0,19.2873479032,,0,0,,0,0,,,0,0,,,
"Occupation Metrics","Production Workers, All Other","Hispanic or Latino",35.577750425,90.0943794887,,,45.7944282993,100.834088625,,,,,12.7699442577,,,0,,32.9867025505,,17.9879181802,316.098698218,,13.0944605128,15.7754426048,32.0501226745,,,17.9653257178,10.2747968121,,,34.8791041274,,155.352347916,212.239318263,0,,,,,,,,0,,,12.9997626095,,158.005371611,,,,,10.9579538499,24.9746114541,,98.8998081145,,19.5422836301,22.4326904561,27.9585006497,,,30.294386109,49.2007354019,,,12.0171926746,12.5481765925,,0,,68.2665826024,32.2378401246,12.4422349638,56.7180826291,196.985335981,,,13.1753950756,446.887509071,,,35.085323601,58.7944062125,,,,,0,33.2886346665,21.33106963,,,18.3879452997,68.1882241744,40.9880927401
"Occupation Metrics","Chemical Equipment Operators and Tenders","Hispanic or Latino % of Occupation",,,,,,,0,0,,,0,,,0,,,,,,0,,,,,0,,,,,,0,,,,,0,,,,,0,0,,0,,,,0,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,0.0808823529412,,0,,0.0373280943026,,,0.012467191601,,,0,,0,0,,,0,,,,
"Occupation Metrics","Production Workers, All Other","Hispanic or Latino % of Occupation",0.0639431616341,0.292207792208,,,0.0844036697248,0.152798789713,,,,,0.13,,,0,,0.0873015873016,,0.075,0.141513658755,,0.139784946237,0.109589041096,0.116788321168,,,0.129496402878,0.0613496932515,,,0.112540192926,,0.220483641536,0.146712802768,,,,,,,,,,,,0.106557377049,,0.107409925221,,,,,0.0700636942675,0.15625,,0.106566200215,,0.127388535032,0.101851851852,0.0968858131488,,,0.137614678899,0.100616016427,,,0.0882352941176,0.139784946237,,,,0.137651821862,0.170212765957,0.0833333333333,0.239495798319,0.207805907173,,,0.113043478261,0.17365967366,,,0.0897435897436,0.194078947368,,,,,,0.122222222222,0.085020242915,,,0.109090909091,0.120353982301,0.164658634538
"Occupation Metrics","Chemical Equipment Operators and Tenders","Ethnic Diversity %",,,,,,,0,0,,,,,,0,,,,,0.27358490566,0,,,,0.52380952381,0,,,,,,0,,0.193548387097,,0.466666666667,,,0.602739726027,,,0,0,,0,,,0.168316831683,0,,,,,,,,,,,,,,,0.382978723404,0,,,,,,,,,,,0.382352941176,,,,0.516699410609,,,0.0511811023622,0.307692307692,,0,,0,0,,0.12037037037,0,,,,
"Occupation Metrics","Production Workers, All Other","Ethnic Diversity %",0.204262877442,0.503246753247,,,0.253211009174,0.290468986384,0.184782608696,,0.263157894737,,0.37,0.322580645161,,,0.254901960784,0.26455026455,0.425925925926,0.15,0.464397671294,,0.247311827957,0.321917808219,0.430656934307,0.592592592593,,0.287769784173,0.40490797546,0.268156424581,,0.202572347267,,0.328591749644,0.420761245675,,0.5,0.166666666667,0.157024793388,0.654205607477,0.3,0.243902439024,,,0.141025641026,,0.22131147541,,0.304554724677,,0.451612903226,0.150684931507,,0.299363057325,0.23125,,0.561894510226,0.202127659574,0.324840764331,0.412037037037,0.204152249135,0.342465753425,,0.220183486239,0.52772073922,0.25,,0.389705882353,0.225806451613,,,,0.257085020243,0.287234042553,0.277777777778,0.542016806723,0.506329113924,,,0.217391304348,0.672494172494,,,0.176923076923,0.394736842105,0.571428571429,,,,,0.248148148148,0.218623481781,,0.341666666667,0.224242424242,0.36814159292,0.417670682731
"Occupation Metrics","Chemical Equipment Operators and Tenders",White,30.3172800521,,13.5710158659,,16.7373554716,40.0498468839,12.2603539295,0,21.6522680805,,11.2203220902,,,0,,33.5466137882,,29.6777118127,77.6156439557,0,13.5999774271,,,29.9476957914,0,,,,,27.7961721036,0,30.9430758795,150.190474897,,24.0761246349,10.5741402344,155.65357222,28.8490854331,,,0,0,108.653795865,0,,,84.0864536939,0,,,,,,,11.7577026039,13.2864335085,10.7012533352,46.2112125303,71.5554713453,,,32.9599217696,29.3875289807,0,,11.0407967443,,,,,,24.9342266864,,,84.5608284353,,,16.0318414865,246.038014854,,,1445.86831541,27.2756880831,,0,85.9465422305,12.5905259358,0,,94.9538331481,0,,,12.5211963377,10.6619500191
"Occupation Metrics","Production Workers, All Other",White,448.084656603,152.643236414,32.2945970548,,407.595666509,468.330770565,75.1393968095,,42.2860190181,41.5295620251,63.3878346519,20.1741762013,109.718342381,10.2815294879,38.4444552064,278.622507001,30.1264264029,204.251852063,1196.2270129,20.2004966188,69.3990574343,98.7412598252,156.678559012,22.3084885737,19.3018859628,98.8739919292,97.5348931429,131.009087284,44.4483475648,248.242468574,11.1314311421,472.054440543,836.669781023,,33.3531226183,109.846753519,101.825247665,37.6352676313,49.7312274278,93.2653452521,13.4706476571,,67.3146282651,11.8014551263,94.5932576679,25.3121165902,1023.48436733,,33.5912690385,124.036119584,30.4265275509,109.541160013,122.998385997,28.8879121118,406.49087025,74.4709316334,105.610156959,127.809172646,229.96422561,47.7275181934,22.3517022598,170.116259186,229.979945158,53.5326129635,,82.8450431805,72.3284728526,26.3292623754,,20.4690547855,367.022906902,134.37068481,103.684725229,108.531818325,467.560439347,77.1003568497,24.5796588246,90.8153470508,843.25134788,31.411526789,43.1901093586,320.951862886,184.240698856,27.2180727951,,42.2050153851,21.4409073821,,203.263953975,193.080152295,14.1854046545,79.5526652991,127.945111338,356.787849191,145.307317762
"Occupation Metrics","Chemical Equipment Operators and Tenders","Black or African American",,0,,,,,0,0,,0,,0,0,0,,,,0,22.9455179403,0,,0,,31.3819827088,0,0,0,,0,,0,,28.4597835322,0,18.6968526507,,,43.3668656612,0,,0,0,,0,,0,10.6097937754,0,0,0,0,,0,0,,,,,,0,0,,14.9098363842,0,0,,0,0,0,0,0,,,,28.2704150781,0,,0,236.112346097,0,0,38.5041348006,,0,0,,0,0,,,0,0,,,
"Occupation Metrics","Production Workers, All Other","Black or African American",55.992532568,50.7136274735,,,69.6464911058,74.017061659,,0,,,18.8728902065,,,,,45.8975902421,14.9574388197,13.1699029471,609.406729068,,,27.5030113725,79.5848122819,27.4072642054,,16.7281329794,51.752277785,34.0263977723,,19.5740164919,,56.5227086942,340.147385865,,31.1178865011,14.8171229142,,61.1116177903,13.4521480022,21.5989776657,,,,,10.7259121765,,231.464302201,,25.4890894622,11.2909019611,,29.6928869697,,,401.868617675,,26.0904156572,55.9736776063,23.6110166731,20.0865870941,,11.6043562594,181.163484742,11.3671628312,,37.8957463692,,,0,,45.1730024911,17.0092420964,20.4435424932,64.5310842286,223.17345466,,,,1184.79654674,,,22.4300698382,45.8135932685,32.265099898,,,,0,27.3858360139,25.1695803484,,28.1606207973,13.9307384587,110.238883633,49.4062549127
"Occupation Metrics","Chemical Equipment Operators and Tenders","American Indian or Alaska Native",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
"Occupation Metrics","Production Workers, All Other","American Indian or Alaska Native",,,0,0,,,,0,0,0,,0,,0,0,,0,,,0,0,,,0,0,,,,0,,0,,,0,0,0,,0,0,,0,0,0,0,,0,,0,0,,0,,0,0,,,,,,,0,,,0,0,0,0,,0,0,,,0,,,,0,0,,0,0,,,0,0,0,0,0,,,0,,,,
