Category,Sub-Category,Metric,"Anderson County, TN","Bedford County, TN","Benton County, TN","Bledsoe County, TN","Blount County, TN","Bradley County, TN","Campbell County, TN","Cannon County, TN","Carroll County, TN","Carter County, TN","Cheatham County, TN","Chester County, TN","Claiborne County, TN","Clay County, TN","Cocke County, TN","Coffee County, TN","Crockett County, TN","Cumberland County, TN","Davidson County, TN","Decatur County, TN","DeKalb County, TN","Dickson County, TN","Dyer County, TN","Fayette County, TN","Fentress County, TN","Franklin County, TN","Gibson County, TN","Giles County, TN","Grainger County, TN","Greene County, TN","Grundy County, TN","Hamblen County, TN","Hamilton County, TN","Hancock County, TN","Hardeman County, TN","Hardin County, TN","Hawkins County, TN","Haywood County, TN","Henderson County, TN","Henry County, TN","Hickman County, TN","Houston County, TN","Humphreys County, TN","Jackson County, TN","Jefferson County, TN","Johnson County, TN","Knox County, TN","Lake County, TN","Lauderdale County, TN","Lawrence County, TN","Lewis County, TN","Lincoln County, TN","Loudon County, TN","Macon County, TN","Madison County, TN","Marion County, TN","Marshall County, TN","Maury County, TN","McMinn County, TN","McNairy County, TN","Meigs County, TN","Monroe County, TN","Montgomery County, TN","Moore County, TN","Morgan County, TN","Obion County, TN","Overton County, TN","Perry County, TN","Pickett County, TN","Polk County, TN","Putnam County, TN","Rhea County, TN","Roane County, TN","Robertson County, TN","Rutherford County, TN","Scott County, TN","Sequatchie County, TN","Sevier County, TN","Shelby County, TN","Smith County, TN","Stewart County, TN","Sullivan County, TN","Sumner County, TN","Tipton County, TN","Trousdale County, TN","Unicoi County, TN","Union County, TN","Van Buren County, TN","Warren County, TN","Washington County, TN","Wayne County, TN","Weakley County, TN","White County, TN","Williamson County, TN","Wilson County, TN"
"Occupation Metrics","Chemical Equipment Operators and Tenders",Asian,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,10.2471929718,0,0,0,0,0,0,0,,0,0,0,0,0
"Occupation Metrics","Production Workers, All Other",Asian,13.8354273041,,0,0,11.0596757187,,,0,,,,,,0,,12.5183980129,,,69.6543846052,,,,,,0,,,,,,,,32.9655285969,0,,,,,,,0,0,0,0,,,30.0355236096,0,,,,,,,,,,,,,0,,11.571526369,,0,,,0,0,0,,,,,42.4254124335,0,,,65.8368924573,0,0,,,,0,,,0,,,0,,,20.3105795,
"Occupation Metrics","Chemical Equipment Operators and Tenders","Native Hawaiian or Other Pacific Islander",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
"Occupation Metrics","Production Workers, All Other","Native Hawaiian or Other Pacific Islander",,,0,0,,,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,,0,0,0,,0,0,,,0,0,0,0,0,,,0,0,,,0
"Occupation Metrics","Chemical Equipment Operators and Tenders","Two or More Races",0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0
"Occupation Metrics","Production Workers, All Other","Two or More Races",,,,0,,,,0,,,,,,0,,,,,31.1144267796,,,,,,0,,,,,,0,,17.4670599567,0,,,,,,,0,0,,0,,0,21.6100111908,0,,,0,,,,10.7902202412,,,,,,,,10.5687603657,,0,,,,0,,,,,,13.3380912296,,0,,23.6047830548,,,,,,0,,,0,,,0,,,,
"Occupation Metrics","Chemical Equipment Operators and Tenders","White % of Occupation",0.909090909091,,0.875,,0.894736842105,0.909090909091,1,0,0.814814814815,,0.846153846154,,,0,,0.894736842105,,1,0.735849056604,0,0.777777777778,,,0.47619047619,0,,,,,0.933333333333,0,0.911764705882,0.806451612903,,0.533333333333,0.916666666667,0.945454545455,0.397260273973,,,0,0,0.931623931624,0,,,0.831683168317,0,,,,,,,0.8,0.866666666667,0.916666666667,0.821428571429,0.947368421053,,,0.916666666667,0.617021276596,0,,0.785714285714,,,,,,0.925925925926,,,0.625,,,1,0.483300589391,,,0.948818897638,0.692307692308,,0,0.945054945055,1,0,,0.87962962963,0,,,0.866666666667,0.785714285714
"Occupation Metrics","Production Workers, All Other","White % of Occupation",0.795737122558,0.496753246753,0.842105263158,,0.748623853211,0.708018154312,0.815217391304,,0.736842105263,0.893617021277,0.63,0.645161290323,0.940170940171,0.833333333333,0.745098039216,0.738095238095,0.555555555556,0.85,0.535602328706,0.869565217391,0.741935483871,0.678082191781,0.57299270073,0.407407407407,0.863636363636,0.712230215827,0.601226993865,0.731843575419,0.846153846154,0.797427652733,0.846153846154,0.671408250356,0.579238754325,,0.485294117647,0.833333333333,0.842975206612,0.355140186916,0.714285714286,0.756097560976,0.866666666667,,0.858974358974,0.923076923077,0.77868852459,0.892857142857,0.695445275323,,0.548387096774,0.849315068493,0.882352941176,0.700636942675,0.76875,0.805555555556,0.437029063509,0.787234042553,0.675159235669,0.592592592593,0.795847750865,0.657534246575,0.846153846154,0.779816513761,0.47227926078,0.75,,0.610294117647,0.774193548387,0.866666666667,,0.909090909091,0.742914979757,0.712765957447,0.722222222222,0.457983193277,0.493670886076,0.939024390244,0.806451612903,0.791304347826,0.327505827506,0.794871794872,0.895833333333,0.823076923077,0.605263157895,0.428571428571,,0.875,0.84,,0.751851851852,0.781376518219,0.875,0.666666666667,0.775757575758,0.63185840708,0.582329317269
"Occupation Metrics","Chemical Equipment Operators and Tenders","Black or African American % of Occupation",,,,,,,0,0,,,,,,0,,,,0,0.216981132075,0,,,,0.492063492063,0,,,,,,0,,0.150537634409,,0.422222222222,,,0.58904109589,,,0,0,,0,,,0.108910891089,0,,,,,,,,,,,,,,,0.31914893617,0,,,,,,,,,,,0.205882352941,,,0,0.463654223969,,,0.0255905511811,,,0,,0,0,,,0,,,,
"Occupation Metrics","Production Workers, All Other","Black or African American % of Occupation",0.0994671403197,0.165584415584,,,0.128440366972,0.111951588502,,,,,0.19,,,,,0.121693121693,0.277777777778,0.0541666666667,0.272727272727,,,0.191780821918,0.29197080292,0.5,,0.122302158273,0.319018404908,0.189944134078,,0.064308681672,,0.0810810810811,0.235294117647,,0.455882352941,0.113636363636,,0.570093457944,0.185714285714,0.178861788618,,,,,0.0901639344262,,0.157036029912,,0.403225806452,0.0753424657534,,0.191082802548,,,0.43272335845,,0.165605095541,0.259259259259,0.083044982699,0.27397260274,,0.0550458715596,0.371663244353,0.152777777778,,0.279411764706,,,,,0.0910931174089,0.0904255319149,0.138888888889,0.273109243697,0.235232067511,,,,0.460372960373,,,0.0564102564103,0.151315789474,0.507936507937,,,,,0.1,0.101214574899,,0.233333333333,0.0848484848485,0.194690265487,0.196787148594
"Occupation Metrics","Chemical Equipment Operators and Tenders","American Indian or Alaska Native % of Occupation",0,,0,,0,0,0,0,0,,0,,,0,,0,,0,0,0,0,,,0,0,,,,,0,0,0,,,0,0,,,,,0,0,0,0,0,,0,0,,,,,,,0,0,0,0,0,,,0,0,0,,0,,,,,,0,,,0,,0,0,,,,,0,,0,0,0,0,,0,0,,,0,0
"Occupation Metrics","Production Workers, All Other","American Indian or Alaska Native % of Occupation",,,0,,,,,,0,0,,0,,0,0,,0,,,0,0,,,0,0,,,,0,,0,,,,0,0,,0,0,,0,,0,0,,0,,,0,,0,,0,0,,,,,,,0,,,0,,0,0,,,0,,,0,,,,0,0,,0,0,,,0,0,0,0,,,,0,,,,
"Occupation Metrics","Chemical Equipment Operators and Tenders","Asian % of Occupation",,,0,,,0,0,0,0,,0,,,0,,0,,0,,0,,,,,0,,,,,0,0,0,,,0,0,,0,,,0,0,0,0,0,,,0,,,,,,,0,0,0,0,,,,0,,0,,0,,,,,,0,,,,,0,0,,,,0.00656167979003,0,,0,0,0,0,,,0,,,0,0
"Occupation Metrics","Production Workers, All Other","Asian % of Occupation",0.0248667850799,,0,,0.0201834862385,,,,,,,,,0,,0.0343915343915,,,0.0313479623824,,,,,,0,,,,,,,,0.0228373702422,,,,,,,,0,,0,0,,,0.0203942895989,,,,,,,,,,,,,,0,,0.0246406570842,,,,,0,,0,,,,,0.0443037974684,0,,,0.025641025641,0,0,,,,0,,,,,,0,,,0.0353982300885,
"Occupation Metrics","Chemical Equipment Operators and Tenders","Native Hawaiian or Other Pacific Islander % of Occupation",0,,0,,0,0,0,0,0,,0,,,0,,0,,0,0,0,0,,,0,0,,,,,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,,0,0,,,,,,,0,0,0,0,0,,,0,0,0,,0,,,,,,0,,,0,,0,0,0,,,,0,,0,0,0,0,,0,0,,,0,0
"Occupation Metrics","Production Workers, All Other","Native Hawaiian or Other Pacific Islander % of Occupation",,,0,,,,0,,0,0,0,0,0,0,0,,0,,,0,0,0,,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,,,0,0,0,,0,0,,,0,0,0,0,,,,0,0,,,0
"Occupation Metrics","Chemical Equipment Operators and Tenders","Two or More Races % of Occupation",0,,,,0,0,0,0,,,0,,,0,,0,,0,,0,,,,0,0,,,,,,0,,,,,0,,0,,,0,0,,0,0,,,0,,,,,,,0,0,0,,,,,,,0,,0,,,,,,,,,,,0,0,,,,,,,0,,0,0,,,0,,,0,0
"Occupation Metrics","Production Workers, All Other","Two or More Races % of Occupation",,,,,,,,,,,,,,0,,,,,0.0138826690551,,,,,,0,,,,,,0,,0.0117647058824,,,,,,,,0,,,0,,0,0.0149558123725,,,,0,,,,0.0118406889128,,,,,,,,0.0225872689938,,,,,,,,,,,,0.0137130801688,,0,,0.00932400932401,,,,,,0,,,,,,0,,,,
